	language	image_url	caption_reference_description	page_title	section_title
138	en	https://upload.wikimedia.org/wikipedia/commons/c/c6/Rose_Carter%2C_official_color_photo%2C_1977-cropped.jpg	Rosalynn Carter, 1977	First Ladies of Georgia (U.S. state)	List
139	en	https://upload.wikimedia.org/wikipedia/commons/4/4b/%E5%A7%9A%E6%96%87%E6%99%BA.jpg	Yao Wen-chih (DPP, Taipei 2). Resigned in November 2018 to run for Mayor of Taipei	9th Legislative Yuan	Single-member Constituency
140	en	https://upload.wikimedia.org/wikipedia/commons/f/f2/Squid_Counterillumination.png	Principle of the squid's counter-illumination camouflage. When seen from below by a predator, the bioluminescence helps to match the squid's brightness and colour to the sea surface above.	Firefly squid	Bioluminescence
141	en	https://upload.wikimedia.org/wikipedia/commons/5/5f/Kastellet_-_original_layout%2C_1648.jpg	The Citadel in 1648, with an enclosed dock	Kastellet, Copenhagen	St. Anne's Redoubt
142	en	https://upload.wikimedia.org/wikipedia/commons/b/b0/Salinity.jpg	Salt-affected soils.	Central Soil Salinity Research Institute	Profile
143	en	https://upload.wikimedia.org/wikipedia/commons/0/0b/Hochstuhl%2C_mountain%2C_austria%2C_summertime.JPG	Hochstuhl / Veliki Stol, view from Zasip	Karawanks	History
144	en	https://upload.wikimedia.org/wikipedia/commons/d/da/Kelly_Shoppach_on_May_23%2C_2012.jpg	Shoppach playing for the Boston Red Sox in 2012.	Kelly Shoppach	Tampa Bay Rays
145	en	http://upload.wikimedia.org/wikipedia/commons/6/64/Cebus_albifrons_edit.jpg	White-fronted capuchin (Cebus albifrons)	Cebidae	Classification
146	en	https://upload.wikimedia.org/wikipedia/commons/3/3f/Goodwin_Plan_-_August_1920_Electrical_Merchandizing_pg_75_V._24_Number_2_McGraw_Hill_Publishing.png	Goodwin California Campaign 1920	National Electric Light Association	Goodwin Plan - California Electric Co-operation Campaign
147	en	https://upload.wikimedia.org/wikipedia/commons/a/ad/Huski_Hotel_2012.jpg	Huski Hotel	Falls Creek, Victoria	Alpine resort
148	en	https://upload.wikimedia.org/wikipedia/commons/e/e4/Paris_-_Salon_de_la_moto_2011_-_BMW_-_S1000_RR_-_004.jpg	A 2011 S1000RR in BMW Motorsport livery.	BMW S1000RR	Marketing
149	en	https://upload.wikimedia.org/wikipedia/commons/6/62/Eddie_Stobart_GK62OZH_%28H8651_Karen_Elizabeth%29_%288750733599%29_%28cropped%29.jpg	"""Karen Elizabeth"" Mercedes-Benz Actros truck in 2013"	Eddie Stobart Logistics	Vehicle naming
150	en	https://upload.wikimedia.org/wikipedia/commons/8/86/Goats_are_an_important_part_of_the_solution_to_global_food_security_because_they_are_fairly_low_maintenance_and_easy_to_raise_and_farm.jpg	Goats are an important part of the solution to global food security because they are fairly low-maintenance and easy to raise and farm.	Food security	Access
151	en	https://upload.wikimedia.org/wikipedia/commons/6/61/CAM_Facilities.jpg	CAM Facilities	Center for Advanced Materials	CAM Facilities
152	en	https://upload.wikimedia.org/wikipedia/commons/d/d8/196th_Air_Refueling_Squadron_KC-135_about_2000.jpg	196th Air Refueling Squadron KC-135	196th Attack Squadron	Air Refueling
153	en	http://upload.wikimedia.org/wikipedia/commons/4/46/St._Mary%27s_Catholic_Church_in_Las_Animas%2C_CO_%28Photo_2%29_IMG_5727.JPG	St. Mary's Catholic Church in Las Animas	Las Animas, Colorado	Demographics
154	en	https://upload.wikimedia.org/wikipedia/commons/a/ab/2018-10-01_10_16_55_View_west_along_U.S._Route_30_%28White_Horse_Pike%29_just_west_of_Camden_County_Route_678_%28Somerdale_Road%29_in_Somerdale%2C_Camden_County%2C_New_Jersey.jpg	U.S. Route 30 westbound in Somerdale	Somerdale, New Jersey	Transportation
155	en	https://upload.wikimedia.org/wikipedia/commons/3/33/Tufts_Medical_Center_station_entrance.JPG	The station's primary headhouse on Washington Street is located under a large overhanging Tufts Medical Center building	Tufts Medical Center station	Station layout
156	en	https://upload.wikimedia.org/wikipedia/commons/5/5b/Yvonne_De_Carlo_on_the_cover_of_Screenland.jpg	Yvonne De Carlo	2007	January
157	en	https://upload.wikimedia.org/wikipedia/commons/f/fa/Amphoe_Udon_Thani.svg	Administrative districts of Udon Thani.	Udon Thani Province	Provincial government
158	en	https://upload.wikimedia.org/wikipedia/commons/b/bb/Tanker_Paul_Buck%2C_USCG_Polar_Sea%2C_RV_Nathaniel_Palmer.jpg	The Paul Buck harbored next to an Ice breaker in Polar Bear Bay	USNS Paul Buck (T-AOT-1122)	Antarctic missions
159	en	https://upload.wikimedia.org/wikipedia/commons/e/e5/Sanctuaire_St_Margaret_Clitherow_York_2.jpg	The shrine to Saint Margaret Clitherow, 2018	The Shambles	History
160	en	https://upload.wikimedia.org/wikipedia/commons/2/21/KOCIS_Korea_Mnet_Soyou_Junggigo_05_%2812986941803%29.jpg	Soyou and Junggigo performing the song	Some (song)	Promotions
161	en	https://upload.wikimedia.org/wikipedia/commons/f/fb/Isaac_Sailmaker_-_THE_FIRST_%27BRITANNIA%27%2C_98_GUNS%2C_UNDER_SAIL%2C_WITH_OTHER_MEN-O%27-WAR.jpg	The first-rate HMS Britannia which Byng commanded as flag captain to Admiral Edward Russell	George Byng, 1st Viscount Torrington	Early career
162	en	https://upload.wikimedia.org/wikipedia/commons/5/53/Green_insect_on_hand.jpg	Blister beetles like this Lytta vesicatoria (Meloinae: Lyttini) can be safely handled, provided the animal is not startled, and allowed to move around freely. Otherwise, painful poisonings may occur.	Blister beetle	Subfamily Meloinae
163	en	https://upload.wikimedia.org/wikipedia/commons/c/cb/SDF_Deir_ezzor_Offensive.svg	Progress of the offensive in the surrounding areas of Deir ez-Zor	Battle of Deir ez-Zor (September–November 2017)	Capturing the city
164	en	https://upload.wikimedia.org/wikipedia/commons/a/ac/HMSHoweBTurretSydney1944.jpg	The external vertical armour belt is clearly visible here on Howe	King George V-class battleship (1939)	Protection
165	en	https://upload.wikimedia.org/wikipedia/commons/4/43/Artur_Grottger_Modlitwa_konfederat%C3%B3w_barskich.PNG	The Bar Confederates pray before the Battle of Lanckorona	List of wars involving Russia	Russian Empire (1721–1917)
166	en	https://upload.wikimedia.org/wikipedia/commons/1/17/CH-46_HMM-261_on_Grenada_1983.JPEG	"A subdued ""EM"" code can be seen on this CH-46F Sea Knight of HMM-261."	U.S. Navy and U.S. Marine Corps aircraft tail codes	List of navy and marine aircraft tail codes
167	en	https://upload.wikimedia.org/wikipedia/commons/3/3b/Palaeopsychops_timmi_SR_02-25-01_holotype.jpg	Palaeopsychops timmi	Klondike Mountain Formation	Insects and crustaceans
168	en	https://upload.wikimedia.org/wikipedia/commons/b/bf/Henry_Jones_Ford.jpg	Ford	List of Knights of the Baltimore City College	Clergy and education
169	en	http://upload.wikimedia.org/wikipedia/commons/f/f8/Rheinenergiestadion-panorama.jpg	Panoramic view of the stadium.	RheinEnergieStadion	2006 FIFA World Cup
170	en	https://upload.wikimedia.org/wikipedia/commons/a/a5/TenSidedBarn.jpg	Ten-sided barn near Mauston, Wisconsin	Round barn	Influences
171	en	https://upload.wikimedia.org/wikipedia/commons/7/76/PMTair_20060914_Phnom_Penh.jpg	Passengers disembark from a PMTair Antonov An-24 at Phnom Penh International Airport in September 2006.	PMTair	Destinations
172	en	https://upload.wikimedia.org/wikipedia/commons/9/94/Delta_Connection_Canadair_CRJ700%3B_N613QX%40SLC%3B09.10.2011_621ab_%286300028326%29.jpg	CRJ700 of SkyWest operated for Delta Connection	Aircraft livery	Regional brands
173	en	https://upload.wikimedia.org/wikipedia/commons/c/c3/Antike_Polychromie_1.jpg	"Reconstruction of the colours on the entableture of the Parthenon. ""Kunsthistorische Bilderbogen"", Verlag E. A. Seemann, Leipzig. 1883."	Metopes of the Parthenon	Sculpture and painting
174	en	https://upload.wikimedia.org/wikipedia/commons/9/92/Cassiope_Corfou_1688.jpg	View of the castle in 1688	Kassiopi Castle	Origins
175	en	http://upload.wikimedia.org/wikipedia/commons/a/a4/Zack_Greinke_on_July_29%2C_2009.jpg	Zack Greinke did not allow an earned run in the first 24 innings of the 2009 season.	Kansas City Royals	2009–2012: Kauffman Renovations and Further Rebuilding
176	en	https://upload.wikimedia.org/wikipedia/commons/0/00/Nomar_Garciaparra_Mia_Hamm_IMG_9534_%284308082305%29.jpg	Garciaparra and wife Mia Hamm	Nomar Garciaparra	Personal life
177	en	https://upload.wikimedia.org/wikipedia/commons/4/4e/Nkoranman_Senior_High_School.jpg	Nkoranman Senior High School	Seikwa B/R	Pictures of Seikwa
178	en	https://upload.wikimedia.org/wikipedia/commons/6/63/WeWorkOneWestMonroeStreetChicago.jpg	Entrance to WeWork in downtown Chicago	WeWork	History and funding
179	en	https://upload.wikimedia.org/wikipedia/commons/3/33/John_Fetterman_-_Pop%21Tech_2009_-_Camden%2C_ME_2.jpg	John Fetterman	List of Bernie Sanders 2016 presidential campaign endorsements	Current
180	en	https://upload.wikimedia.org/wikipedia/commons/6/6f/National_Meusem_Darafsh_6_%2842%29.JPG	Egyptian statue of Achaemenid Emperor Darius I as Pharaoh of the Twenty-seventh Dynasty of Egypt;[51] 522-486 BC; greywacke; height: 2.46 m;[52] National Museum of Iran (Teheran)	Art of ancient Egypt	The Late Period (c. 664–332 BC)
181	en	https://upload.wikimedia.org/wikipedia/commons/b/b4/Dalen_Hotel-2011.jpg	Dalen Hotel in Telemark	Dalen Hotel	History
182	en	https://upload.wikimedia.org/wikipedia/commons/e/ea/Szilv%C3%A1ssy_Karola.jpg	Bánffy's friend Carola Szilvássy, the inspiration for Adrienne Uzdy	The Transylvanian Trilogy	Second part
183	en	https://upload.wikimedia.org/wikipedia/commons/e/e9/Ceiling_fan.png	"A Hunter-branded ""Eclipse"", which is a basic modern ceiling fan with standard pull-chain controls for the fan motor and light kit"	Ceiling fan	Operating a ceiling fan
184	en	https://upload.wikimedia.org/wikipedia/commons/a/a0/Cena.jpg	John Cena filming on the set of 12 Rounds.	12 Rounds (film)	Cast
185	en	http://upload.wikimedia.org/wikipedia/commons/c/c8/Kim_Jeong_Suk_2.jpg	Kim Jong-suk in her youth	Kim Jong-suk	Biography
186	en	http://upload.wikimedia.org/wikipedia/commons/8/81/Families_US_Historical.png	Changes in the composition of US households between 1970 and 2000.[1]	Average Joe	Families
187	en	https://upload.wikimedia.org/wikipedia/commons/9/9e/Inn_Rosenheim.jpeg	Bridge on the river Inn	Rosenheim	Historical timeline
188	en	https://upload.wikimedia.org/wikipedia/commons/6/67/Trigoniidae_-_Trigonia_interlaevigata.JPG	Fossilized shell of the Permian-Paleocene marine bivalve Trigonia	List of the Mesozoic life of Oregon	T
189	en	https://upload.wikimedia.org/wikipedia/commons/6/65/1396-Battle_of_Nicopolis.jpg	The Battle of Nicopolis, as depicted by Turkish miniaturist	Ottoman–Hungarian wars	Balkans and Turkish wars of Louis I of Hungary
190	en	https://upload.wikimedia.org/wikipedia/commons/1/1d/Gracula_religiosa_MHNT_227_Jardin_des_plantes_de_Paris.jpg	Eggs at the Muséum de Toulouse	Common hill myna	Pet trade and conservation
191	en	https://upload.wikimedia.org/wikipedia/commons/2/26/The_British_Empire.png	Map showing territories that were at one time part of the British Empire, with the United Kingdom and its current British Overseas Territories and Crown Dependencies underlined in red	United Kingdom	Postwar 20th century
192	en	https://upload.wikimedia.org/wikipedia/commons/0/07/Corpus_Christi_Church%2C_Nundah_dome.jpg	Church dome, 2015	Corpus Christi Church, Nundah	History
193	en	https://upload.wikimedia.org/wikipedia/commons/f/f5/Battle_before_Caloocan%2C_02-10-1899.jpg	Battle before Caloocan	History of the Philippines (1898–1946)	Tensions escalate
194	en	https://upload.wikimedia.org/wikipedia/commons/c/c1/HMNZS_Endeavour%2C_the_Antarctic_expedition_ship%2C_Wellington_Harbour%2C_1956_%28front_side_view%29.jpg	SV John Biscoe (as HMNZS Endeavour in Wellington Harbour in 1956)	Hope Bay incident	The incident
195	en	http://upload.wikimedia.org/wikipedia/commons/3/34/Iraq_1992_CIAbsmaller.png	A 1992 CIA map of southeastern Iraq with oilfields, airfields, and other strategic locations identified.	CIA activities in Iraq	1992
196	en	https://upload.wikimedia.org/wikipedia/commons/e/e1/Knockout_Mice5006-300.jpg	A laboratory mouse in which a gene affecting hair growth has been knocked out (left), is shown next to a normal lab mouse.	Gene knockout	Methods
197	en	https://upload.wikimedia.org/wikipedia/commons/7/7b/Porsche_911_Carrera_3.0_1976.JPG	Porsche 911 Carrera 3.0	Porsche 911	Carrera 3.0 (1976–1977)
198	en	https://upload.wikimedia.org/wikipedia/commons/2/20/Armenia_vs_Portugal%2C_13_June_2015%2C_V._Sargsyan_Rep._Stad._Yerevan_%2812%29.jpg	Vazgen Sargsyan Republican Stadium	Yerevan	Football
199	en	https://upload.wikimedia.org/wikipedia/commons/8/8c/Crosstown_Commons.jpg	A pre-construction photo of the Crosstown Commons junction. The two left lanes are I-35W northbound, while MN 62 enters via the ramp on the right.	Interstate 35W (Minnesota)	I-35W and Highway 62 Crosstown Commons reconstruction project
200	en	https://upload.wikimedia.org/wikipedia/commons/e/e4/Preston%26wyre1876.png	The Preston and Wyre Railway in 1876	Preston and Wyre Joint Railway	Fleetwood dock traffic
201	en	https://upload.wikimedia.org/wikipedia/commons/a/a0/Consolida_regalis.jpg	Plant of Consolida regalis	Consolida regalis	Gallery
202	en	https://upload.wikimedia.org/wikipedia/commons/3/3c/Fort_San_Salvatore_map.png	Map of San Salvatore Bastion (including Fort San Salvatore) and the adjoining curtain walls	Cottonera Lines	Layout
203	en	https://upload.wikimedia.org/wikipedia/commons/e/e6/Glas_Allt_Shiel.jpg	Glas-allt-Shiel: Victoria's remote getaway on the Balmoral estate	Abdul Karim (the Munshi)	Household hostility
204	en	https://upload.wikimedia.org/wikipedia/commons/8/8e/Capture_de_Jean_le_Bon.jpg	John II being captured.	Ransom of King John II of France	Capture
205	en	https://upload.wikimedia.org/wikipedia/commons/a/ab/Capital_Roundabout.jpg	Capital roundabout	Kisii, Kenya	Economy
206	en	http://upload.wikimedia.org/wikipedia/commons/6/63/US_Army_in_Korea_under_Japanese_Rule.JPG	U.S. troops in Korea, September 1945	Decolonization	Japan
207	en	https://upload.wikimedia.org/wikipedia/commons/3/35/Lang%C3%B8r_Kirke_%28Sams%C3%B8_Kommune%29.JPG	Langør Church.	Samsø Municipality	Churches
208	en	https://upload.wikimedia.org/wikipedia/commons/9/90/Vilayets_in_the_region_of_Macedonia_1907.png	Map of Vilayets in the geographical region of Macedonia 1907.	North Macedonia under the Ottoman Empire	Vilayets
209	en	https://upload.wikimedia.org/wikipedia/commons/e/e7/Nassau_County_25_NY.svg	Former highway marker	Old Country Road	Route marker
210	en	https://upload.wikimedia.org/wikipedia/commons/5/5f/Nioro_du_Rip_arrondissements.png	Arrondissements of Nioro du Rip	Arrondissements of Senegal	Nioro du Rip
211	en	http://upload.wikimedia.org/wikipedia/commons/d/d6/LTrumbull.jpg	Lyman Trumbull	Lyman Trumbull	Yellowstone
212	en	https://upload.wikimedia.org/wikipedia/commons/7/7d/Ba%27ath_Constitution.jpg	Part of the 1947 Ba'ath Party constitution	Ba'ath Party	Arab Nation
213	en	https://upload.wikimedia.org/wikipedia/commons/5/5c/Kastamonu_Cumhuriyet_Meydan%C4%B1_An%C4%B1t.JPG	Kastamonu Republic Monument.	Kastamonu	History
214	en	http://upload.wikimedia.org/wikipedia/commons/1/1b/HowieMorenz19291930.jpg	Morenz posing for a photo after the Canadiens won the 1930 Stanley Cup	Howie Morenz	Montreal Canadiens (1923–34)
215	en	https://upload.wikimedia.org/wikipedia/commons/1/13/PerryArms.png	Arms of Perry of Water: Quarterly gules and or, on a bend argent three lions passant azure[3]	Membury, Devon	Historic estates
216	en	http://upload.wikimedia.org/wikipedia/commons/f/fa/Map_of_Person_County_North_Carolina_With_Municipal_and_Township_Labels.PNG	Map of Person County, North Carolina with municipal and township labels	Person County, North Carolina	Communities
217	en	https://upload.wikimedia.org/wikipedia/commons/c/cb/Erythrina_Caffra_leaves.jpg	Erythrina caffra leaves	Erythrina caffra	Leaves
218	en	https://upload.wikimedia.org/wikipedia/commons/0/06/Rajah_Lodge.jpg	Rajah Lodge accommodation with tree ferns in the foreground	Kinabalu Park	Administration and park features
219	en	https://upload.wikimedia.org/wikipedia/commons/0/0b/Clinton-kalamazoo_canal_map.png	Map of proposed route of the Clinton-Kalamazoo Canal	Clinton–Kalamazoo Canal	History
220	en	https://upload.wikimedia.org/wikipedia/commons/7/7b/Walsingham1.jpg	Looking towards Wells, 1990s	Wymondham to Wells Branch	The route today
221	en	https://upload.wikimedia.org/wikipedia/commons/0/0d/Carlos_Menem_con_Bill_Clinton_en_Sal%C3%B3n_Oval.jpg	Menem with U.S President Bill Clinton in October 1997.	Carlos Menem	Foreign policy
222	en	https://upload.wikimedia.org/wikipedia/commons/1/12/Sir_Joshua_Reynolds_-_John_Murray%2C_4th_Earl_of_Dunmore_-_Google_Art_Project.jpg	Portrait of Dunmore by Sir Joshua Reynolds, 1765	Gunpowder Incident	Aftermath
223	en	http://upload.wikimedia.org/wikipedia/commons/d/dd/Buzz_salutes_the_U.S._Flag.jpg	American Buzz Aldrin during the first moonwalk in 1969. The relatively young aerospace engineering industries rapidly grew in the 66 years after the Wright brothers first flight.	20th century in science	Astronomy and space exploration
224	en	https://upload.wikimedia.org/wikipedia/commons/1/1b/Cafe_porto_Santos_1880.jpg	Coffee being embarked in the Port of Santos, São Paulo, 1880	Coffee production in Brazil	History
225	en	https://upload.wikimedia.org/wikipedia/commons/3/36/Bamba%2C_Catherine_and_Sophia.jpg	Catherine on left with Bamba in centre and Sophia on right	Catherine Hilda Duleep Singh	Biography
226	en	https://upload.wikimedia.org/wikipedia/commons/1/1b/Alain_Prost_1991_United_States_GP.jpg	Prost at the 1991 United States Grand Prix	Alain Prost	Formula One
227	en	https://upload.wikimedia.org/wikipedia/commons/e/ef/Castelluccio_di_Battipaglia.jpg	Battipaglia Castle, Battipaglia	List of castles in Italy	Campania
228	en	https://upload.wikimedia.org/wikipedia/commons/c/c7/Goniobranchus_collingwoodi%2C_Tulamben.jpg	Goniobranchus collingwoodi, a sea slug named after Cuthbert Collingwood[4]	Cuthbert Collingwood (naturalist)	Life
